 24.208676, 84.866295,JHARKHAND,CHATRA,19.4,18.5,11.2,5.8,17.8,157.7,336.5,303,234.1,55.7,5.2,7,1171.9,37.9,34.8,1031.3,67.9
 13.074737, 80.267689,TAMIL NADU,CHENNAI,22.1,14.6,3,12,43.5,64.1,108.6,147.9,118.5,266.5,367.8,155.6,1324.2,36.7,58.5,439.1,789.9
 24.915425, 79.592243,MADHYA PRADESH,CHHATARPUR,17.6,12.6,6,3.1,5.3,95,317.3,369.6,203.1,34.2,9.2,8.4,1081.4,30.2,14.4,985,51.8
 22.057572, 78.940098,MADHYA PRADESH,CHHINDWARA,17.5,14.7,17.3,8,8.8,146.8,283.6,278,174.4,43.5,16.2,12.8,1021.6,32.2,34.1,882.8,72.5
 13.318348, 75.772746,KARNATAKA,CHIKMAGALUR,1.6,2,12,60.2,105.9,395,662.1,425,175.2,167.4,58.8,12.3,2077.5,3.6,178.1,1657.3,238.5
 14.227245, 76.402839,KARNATAKA,CHITRADURGA,1.4,1.2,4.4,25.8,64.9,50.5,56.1,58.9,105.5,116.4,33.8,8.8,527.7,2.6,95.1,271,159
 13.215319, 79.100032,ANDHRA PRADESH,CHITTOOR,7.7,7.6,10.1,25.6,67.2,66.8,100.1,110.2,140,167.2,137.3,58.4,898.2,15.3,102.9,417.1,362.9
 24.334438, 93.658102,MANIPUR,CHURACHANDPUR,13,31.1,72.7,187.3,238,422.1,407.6,382.6,348.3,173.2,50.1,11.4,2337.4,44.1,498,1560.6,234.7
 28.300078, 74.966601,RAJASTHAN,CHURU,6.2,7.4,6.3,4.9,16.4,37.7,126.6,101.7,47.7,9.9,2.4,2.4,369.6,13.6,27.6,313.7,14.7
 10.994743, 76.96688,TAMIL NADU,COIMBATORE,8.1,12.2,17.2,53.4,79.7,32.9,47.2,40.6,69.1,151.9,129.6,47.4,689.3,20.3,150.3,189.8,328.9
 11.75553, 79.762325,TAMIL NADU,CUDDALORE,27.9,16.2,14.6,17,50.1,47.3,75.1,129.2,131.5,220.2,295.3,182.3,1206.7,44.1,81.7,383.1,697.8
 20.478116, 85.85389,ORISSA,CUTTACK,14.7,26.9,28.9,43.2,74.3,227.2,338,352.3,245,124.5,40.2,4.5,1519.7,41.6,146.4,1162.5,169.2
 20.424388, 72.846682,DAMAN AND DUI,DAMAN,0.4,0.3,0,0,7.4,385.1,884.5,655.9,391.4,38.6,10.5,0,2374.1,0.7,7.4,2316.9,49.1
 23.824248, 79.455215,MADHYA PRADESH,DAMOH,20.2,16.5,10.9,5.6,5.3,121.6,360.3,399.1,190,32.6,9.2,9.3,1180.6,36.7,21.8,1071,51.1
 26.164221, 85.910612,BIHAR,DARBHANGA,16,9.5,12.3,21.3,59.9,156.7,296.5,285.1,186.3,66.7,8.6,4.7,1123.6,25.5,93.5,924.6,80
 26.441811, 92.033565,ASSAM,DARRANG,13.1,21.4,53.5,168.8,320,419.7,345.8,272.1,221.5,95.4,17.2,9.3,1957.8,34.5,542.3,1259.1,121.9
 25.673026, 78.458158,MADHYA PRADESH,DATIA,9.1,8.5,5,3.4,6.6,62.2,246,293,174.6,39.8,4.1,7.9,860.2,17.6,15,775.8,51.8
 26.899411, 76.334441,RAJASTHAN,DAUSA,8.7,7,4.2,4.1,12.8,52.4,237,228.2,94.5,17.1,4.7,4.1,674.8,15.7,21.1,612.1,25.9
 30.325264, 78.041576,UTTARANCHAL,DEHRADUN,51.7,49.3,49.8,24.2,50.8,185.2,683.3,673.9,259.7,62.6,12.9,20.5,2123.9,101,124.8,1802.1,96
 24.481265, 86.700615,JHARKHAND,DEOGHAR,13.4,12.1,9.6,13.5,48,172.3,293.4,266.9,243.6,76.5,9.5,3.3,1162.1,25.5,71.1,976.2,89.3
 26.500556, 83.783389,UTTAR PRADESH,DEORIA,13.7,17.8,9.2,8.7,24,133.3,316.6,299.9,201.1,53.1,4,5.6,1087,31.5,41.9,950.9,62.7
